,ubigeo
61724,2202030006
61725,2202030007
61726,2202030008
61727,2202030009
61728,2202030010
61729,2202030011
61730,2202030012
61731,2202030013
61732,2202030014
61733,2202030015
61734,2202030016
61735,2202030017
61736,2202030018
61737,2202030019
61738,2202030020
61739,2202030021
61740,2202030022
61741,2202030023
61742,2202030024
61743,2202030025
61744,2202030026
61745,2202030027
61746,2202030028
61747,2202030029
61748,2202030030
61749,2202030031
61750,2202030032
61751,2202030033
61752,2202030034
61753,2202030035
61754,2202030036
61755,2202030037
61756,2202030038
61757,2202030039
61758,2202030040
61759,2202030041
61760,2202030042
61761,2202030043
61762,2202030044
61763,2202030045
61764,2202030046
61765,2202030047
61766,2202030048
61767,2202030049
61768,2202030050
61769,2202030051
61770,2202030052
61771,2202030053
61772,2202030054
61773,2202030055
61774,2202030056
61775,2202030057
61776,2202030058
61777,2202040001
61778,2202040002
61779,2202040003
61780,2202040004
61781,2202040005
61782,2202040006
61783,2202040007
61784,2202040008
61785,2202040009
61786,2202040010
61787,2202040011
61788,2202040012
61789,2202040013
61790,2202040014
61791,2202040015
61792,2202040016
61793,2202040017
61794,2202040018
61795,2202040019
61796,2202040020
61797,2202040021
61798,2202040022
61799,2202040023
61800,2202040024
61801,2202040025
61802,2202040026
61803,2202040027
61804,2202040028
61805,2202040029
61806,2202040030
61807,2202040031
61808,2202040032
61809,2202040033
61810,2202040034
61811,2202040035
61812,2202040036
61813,2202040037
61814,2202040038
61815,2202040039
61816,2202040040
61817,2202040041
61818,2202050001
61819,2202050002
61820,2202050003
61821,2202050004
61822,2202050005
61823,2202050006
61824,2202050007
61825,2202050008
61826,2202050009
61827,2202050010
61828,2202050011
61829,2202050012
61830,2202050013
61831,2202050014
61832,2202050015
61833,2202050016
61834,2202050017
61835,2202050018
61836,2202050019
61837,2202050020
61838,2202050021
61839,2202050022
61840,2202050023
61841,2202050024
61842,2202050025
61843,2202050026
61844,2202050027
61845,2202050028
61846,2202050029
61847,2202050030
61848,2202050031
61849,2202050032
61850,2202050033
61851,2202050034
61852,2202050035
61853,2202050036
61854,2202050037
61855,2202050038
61856,2202050039
61857,2202050040
61858,2202050041
61859,2202050042
61860,2202050043
61861,2202050044
61862,2202050045
61863,2202050046
61864,2202050047
61865,2202050048
61866,2202050049
61867,2202050050
61868,2202050051
61869,2202050052
61870,2202050053
61871,2202050054
61872,2202050055
61873,2202050056
61874,2202050057
61875,2202060001
61876,2202060002
61877,2202060003
61878,2202060004
61879,2202060005
61880,2202060006
61881,2202060007
61882,2202060008
61883,2202060009
61884,2202060010
61885,2202060011
61886,2202060012
61887,2202060013
61888,2202060014
61889,2202060015
61890,2202060016
61891,2202060017
61892,2202060018
61893,2202060019
61894,2202060020
61895,2202060021
61896,2202060022
61897,2202060023
61898,2202060024
61899,2202060025
61900,2202060026
61901,2202060027
61902,2202060028
61903,2202060029
61904,2202060030
61905,2202060031
61906,2202060032
61907,2202060033
61908,2202060034
61909,2203010001
61910,2203010002
61911,2203010003
61912,2203010004
61913,2203010005
61914,2203010006
61915,2203010007
61916,2203010008
61917,2203010009
61918,2203010010
61919,2203010011
61920,2203010012
61921,2203010013
61922,2203010014
61923,2203010015
61924,2203010016
61925,2203010017
61926,2203010018
61927,2203010019
61928,2203010020
61929,2203010021
61930,2203010022
61931,2203010023
61932,2203010024
61933,2203010025
61934,2203020001
61935,2203020002
61936,2203020003
61937,2203020004
61938,2203020005
61939,2203020006
61940,2203020007
61941,2203020008
61942,2203020009
61943,2203020010
61944,2203020011
61945,2203020012
61946,2203020013
61947,2203020014
61948,2203020015
61949,2203020016
61950,2203020017
61951,2203020018
61952,2203020019
61953,2203020020
61954,2203020021
61955,2203020022
61956,2203020023
61957,2203020024
61958,2203030001
61959,2203030002
61960,2203030003
61961,2203030004
61962,2203030005
61963,2203030006
61964,2203030007
61965,2203030008
61966,2203030009
61967,2203030010
61968,2203030011
61969,2203030012
61970,2203030013
61971,2203030014
61972,2203030015
61973,2203030016
61974,2203030017
61975,2203030018
61976,2203030019
61977,2203030020
61978,2203030021
61979,2203030022
61980,2203030023
61981,2203030024
61982,2203030025
61983,2203030026
61984,2203030027
61985,2203030028
61986,2203030029
61987,2203030030
61988,2203030031
61989,2203030032
61990,2203030033
61991,2203030034
61992,2203030035
61993,2203040001
61994,2203040002
61995,2203040003
61996,2203040004
61997,2203040005
61998,2203040006
61999,2203040007
62000,2203040008
62001,2203040009
62002,2203040010
62003,2203040011
62004,2203040012
62005,2203040013
62006,2203040014
62007,2203040015
62008,2203040016
62009,2203040017
62010,2203040018
62011,2203040019
62012,2203040020
62013,2203040021
62014,2203040022
62015,2203040023
62016,2203040024
62017,2203040025
62018,2203040026
62019,2203040027
62020,2203050001
62021,2203050002
62022,2203050003
62023,2203050004
62024,2203050005
62025,2203050006
62026,2203050007
62027,2203050008
62028,2203050009
62029,2203050010
62030,2204010001
62031,2204010002
62032,2204010003
62033,2204010004
62034,2204010005
62035,2204010006
62036,2204010007
62037,2204010008
62038,2204010009
62039,2204010010
62040,2204010011
62041,2204010012
62042,2204010013
62043,2204010014
62044,2204010015
62045,2204010016
62046,2204010017
62047,2204010018
62048,2204010019
62049,2204010020
62050,2204010021
62051,2204010022
62052,2204010023
62053,2204010024
62054,2204010025
62055,2204010026
62056,2204010027
62057,2204010028
62058,2204010029
62059,2204010030
62060,2204010031
62061,2204010032
62062,2204010033
62063,2204010034
62064,2204010035
62065,2204010036
62066,2204010037
62067,2204010038
62068,2204010039
62069,2204010040
62070,2204010041
62071,2204010042
62072,2204010043
62073,2204010044
62074,2204010045
62075,2204010046
62076,2204010047
62077,2204010048
62078,2204010049
62079,2204010050
62080,2204010051
62081,2204010052
62082,2204010053
62083,2204010054
62084,2204020001
62085,2204020002
62086,2204020003
62087,2204020004
62088,2204020005
62089,2204020006
62090,2204020007
62091,2204020008
62092,2204020009
62093,2204020010
62094,2204030001
62095,2204030002
62096,2204030003
62097,2204030004
62098,2204030005
62099,2204030006
62100,2204030007
62101,2204030008
62102,2204030009
62103,2204030010
62104,2204030011
62105,2204030012
62106,2204030013
62107,2204030014
62108,2204030015
62109,2204030016
62110,2204030017
62111,2204030018
62112,2204030019
62113,2204030020
62114,2204030021
62115,2204030022
62116,2204030023
62117,2204030024
62118,2204030025
62119,2204030026
62120,2204030027
62121,2204030028
62122,2204030029
62123,2204030030
62124,2204030031
62125,2204030032
62126,2204030033
62127,2204030034
62128,2204030035
62129,2204030036
62130,2204030037
62131,2204030038
62132,2204030039
62133,2204030040
62134,2204030041
62135,2204030042
62136,2204030043
62137,2204030044
62138,2204030045
62139,2204030046
62140,2204030047
62141,2204040001
62142,2204040002
62143,2204040003
62144,2204040004
62145,2204040005
62146,2204040006
62147,2204040007
62148,2204040008
62149,2204040009
62150,2204040010
62151,2204040011
62152,2204040012
62153,2204040013
62154,2204040014
62155,2204040015
62156,2204040016
62157,2204040017
62158,2204040018
62159,2204040019
62160,2204040020
62161,2204040021
62162,2204040022
62163,2204040023
62164,2204040024
62165,2204040025
62166,2204040026
62167,2204040027
62168,2204040028
62169,2204040029
62170,2204050001
62171,2204050002
62172,2204050003
62173,2204050004
62174,2204050005
62175,2204050006
62176,2204050007
62177,2204050008
62178,2204050009
62179,2204050010
62180,2204050011
62181,2204050012
62182,2204050013
62183,2204050014
62184,2204050015
62185,2204050016
62186,2204050017
62187,2204050018
62188,2204050019
62189,2204050020
62190,2204050021
62191,2204050022
62192,2204050023
62193,2204050024
62194,2204050025
62195,2204050026
62196,2204050027
62197,2204050028
62198,2204050029
62199,2204050030
62200,2204050031
62201,2204050032
62202,2204050033
62203,2204060001
62204,2204060002
62205,2204060003
62206,2204060004
62207,2204060005
62208,2204060006
62209,2204060007
62210,2204060008
62211,2204060009
62212,2204060010
62213,2204060011
62214,2204060012
62215,2204060013
62216,2204060014
62217,2204060015
62218,2204060016
62219,2204060017
62220,2204060018
62221,2204060019
62222,2204060020
62223,2204060021
62224,2205010001
62225,2205010002
62226,2205010003
62227,2205010004
62228,2205010005
62229,2205010006
62230,2205010007
62231,2205010008
62232,2205010009
62233,2205010010
62234,2205010011
62235,2205010012
62236,2205010013
62237,2205010014
62238,2205010015
62239,2205010016
62240,2205010017
62241,2205010018
62242,2205010019
62243,2205010020
62244,2205010021
62245,2205010022
62246,2205010023
62247,2205020001
62248,2205020002
62249,2205020003
62250,2205020004
62251,2205020005
62252,2205020006
62253,2205020007
62254,2205020008
62255,2205020009
62256,2205020010
62257,2205020011
62258,2205020012
62259,2205020013
62260,2205020014
62261,2205020015
62262,2205020016
62263,2205020017
62264,2205020018
62265,2205020019
62266,2205020020
62267,2205020021
62268,2205020022
62269,2205020023
62270,2205020024
62271,2205020025
62272,2205020026
62273,2205020027
62274,2205020028
62275,2205020029
62276,2205020030
62277,2205020031
62278,2205020032
62279,2205020033
62280,2205020034
62281,2205020035
62282,2205020036
62283,2205020037
62284,2205020038
62285,2205020039
62286,2205020040
62287,2205020041
62288,2205020042
62289,2205020043
62290,2205020044
62291,2205020045
62292,2205020046
62293,2205020047
62294,2205020048
62295,2205020049
62296,2205020050
62297,2205030001
62298,2205030002
62299,2205030003
62300,2205030004
62301,2205030005
62302,2205030006
62303,2205030007
62304,2205030008
62305,2205030009
62306,2205030010
62307,2205030011
62308,2205030012
62309,2205030013
62310,2205030014
62311,2205030015
62312,2205030016
62313,2205030017
62314,2205030018
62315,2205030019
62316,2205030020
62317,2205030021
62318,2205030022
62319,2205030023
62320,2205030024
62321,2205030025
62322,2205030026
62323,2205030027
62324,2205040001
62325,2205040002
62326,2205040003
62327,2205040004
62328,2205040005
62329,2205040006
62330,2205040007
62331,2205040008
62332,2205040009
62333,2205040010
62334,2205040011
62335,2205040012
62336,2205040013
62337,2205040014
62338,2205040015
62339,2205040016
62340,2205040017
62341,2205040018
62342,2205040019
62343,2205040020
62344,2205040021
62345,2205040022
62346,2205040023
62347,2205040024
62348,2205040025
62349,2205050001
62350,2205050002
62351,2205050003
62352,2205050004
62353,2205050005
62354,2205050006
62355,2205050007
62356,2205050008
62357,2205050009
62358,2205050010
62359,2205050011
62360,2205050012
62361,2205050013
62362,2205050014
62363,2205050015
62364,2205050016
62365,2205060001
62366,2205060002
62367,2205060003
62368,2205060004
62369,2205060005
62370,2205060006
62371,2205060007
62372,2205060008
62373,2205060009
62374,2205060010
62375,2205060011
62376,2205060012
62377,2205060013
62378,2205060014
62379,2205060015
62380,2205060016
62381,2205060017
62382,2205060018
62383,2205060019
62384,2205060020
62385,2205060021
62386,2205060022
62387,2205060023
62388,2205060024
62389,2205060025
62390,2205060026
62391,2205060027
62392,2205060028
62393,2205060029
62394,2205060030
62395,2205060031
62396,2205060032
62397,2205060033
62398,2205060034
62399,2205060035
62400,2205060036
62401,2205060037
62402,2205060038
62403,2205060039
62404,2205060040
62405,2205060041
62406,2205060042
62407,2205070001
62408,2205070002
62409,2205070003
62410,2205070004
62411,2205070005
62412,2205070006
62413,2205070007
62414,2205070008
62415,2205070009
62416,2205070010
62417,2205070011
62418,2205070012
62419,2205070013
62420,2205070014
62421,2205070015
62422,2205070016
62423,2205070017
62424,2205070018
62425,2205070019
62426,2205070020
62427,2205070021
62428,2205070022
62429,2205070023
62430,2205070024
62431,2205080001
62432,2205080002
62433,2205080003
62434,2205080004
62435,2205080005
62436,2205090001
62437,2205090002
62438,2205090003
62439,2205090004
62440,2205090005
62441,2205090006
62442,2205090007
62443,2205090008
62444,2205090009
62445,2205090010
62446,2205090011
62447,2205090012
62448,2205090013
62449,2205090014
62450,2205100001
62451,2205100002
62452,2205100003
62453,2205100004
62454,2205100005
62455,2205100006
62456,2205100007
62457,2205100008
62458,2205100009
62459,2205100010
62460,2205100011
62461,2205100012
62462,2205100013
62463,2205100014
62464,2205100015
62465,2205100016
62466,2205100017
62467,2205100018
62468,2205100019
62469,2205100020
62470,2205100021
62471,2205100022
62472,2205100023
62473,2205100024
62474,2205100025
62475,2205100026
62476,2205100027
62477,2205100028
62478,2205100029
62479,2205100030
62480,2205100031
62481,2205100032
62482,2205100033
62483,2205100034
62484,2205100035
62485,2205100036
62486,2205100037
62487,2205100038
62488,2205100039
62489,2205100040
62490,2205100041
62491,2205100042
62492,2205100043
62493,2205100044
62494,2205100045
62495,2205100046
62496,2205100047
62497,2205100048
62498,2205100049
62499,2205100050
62500,2205100051
62501,2205100052
62502,2205100053
62503,2205100054
62504,2205100055
62505,2205100056
62506,2205100057
62507,2205100058
62508,2205100059
62509,2205100060
62510,2205100061
62511,2205100062
62512,2205100063
62513,2205110001
62514,2205110002
62515,2205110003
62516,2205110004
62517,2205110005
62518,2205110006
62519,2205110007
62520,2205110008
62521,2205110009
62522,2205110010
62523,2205110011
62524,2205110012
62525,2205110013
62526,2205110014
62527,2205110015
62528,2205110016
62529,2205110017
62530,2205110018
62531,2205110019
62532,2206010001
62533,2206010002
62534,2206010003
62535,2206010004
62536,2206010005
62537,2206010006
62538,2206010007
62539,2206010008
62540,2206010009
62541,2206010010
62542,2206010011
62543,2206010012
62544,2206010013
62545,2206010014
62546,2206010015
62547,2206010016
62548,2206010017
62549,2206010018
62550,2206010019
62551,2206010020
62552,2206010021
62553,2206010022
62554,2206010023
62555,2206010024
62556,2206010025
62557,2206010026
62558,2206010027
62559,2206010028
62560,2206010029
62561,2206010030
62562,2206010031
62563,2206010032
62564,2206010033
62565,2206010034
62566,2206010035
62567,2206010036
62568,2206010037
62569,2206010038
62570,2206010039
62571,2206010040
62572,2206010041
62573,2206010042
62574,2206010043
62575,2206010044
62576,2206010045
62577,2206010046
62578,2206010047
62579,2206010048
62580,2206010049
62581,2206010050
62582,2206010051
62583,2206010052
62584,2206010053
62585,2206010054
62586,2206010055
62587,2206010056
62588,2206010057
62589,2206010058
62590,2206010059
62591,2206010060
62592,2206010061
62593,2206010062
62594,2206010063
62595,2206010064
62596,2206010065
62597,2206010066
62598,2206010067
62599,2206010068
62600,2206010069
62601,2206010070
62602,2206010071
62603,2206010072
62604,2206010073
62605,2206010074
62606,2206010075
62607,2206010076
62608,2206010077
62609,2206010078
62610,2206010079
62611,2206010080
62612,2206010081
62613,2206010082
62614,2206010083
62615,2206010084
62616,2206010085
62617,2206010086
62618,2206010087
62619,2206010088
62620,2206010089
62621,2206010090
62622,2206010091
